cve_id,vfc
CVE-2022-24740,https://github.com/plone/volto/commit/c1be001e4caec499fe55654e1bdb18c2ddeb0fdb
CVE-2020-22674,https://github.com/gpac/gpac/commit/6040a5981a9f51410bd18af8820afbd2748c2d76
CVE-2022-25896,https://github.com/jaredhanson/passport/commit/30016547df2d1b89de965f2cf3efab04fdb6bfe8
CVE-2021-28861,https://github.com/python/cpython/commit/3b38f5299c311745e2a5768989f7ab67b5d50a25
CVE-2019-15150,https://github.com/Schine/MW-OAuth2Client/commit/6a4fe4500ddd72ad4e826d9d63b2d69512bd10d1
CVE-2023-48699,https://github.com/ubertidavide/fastbots/commit/681e9c21c1b5380ddbfe9db1247d0dc511572606
CVE-2018-21018,https://github.com/tootsuite/mastodon/commit/20c66ae18d4efd2dc6e08c146083f5b9e0fd414c
CVE-2020-27409,https://github.com/OS4ED/openSIS-Responsive-Design/commit/edca0855e7bc27d5b28dcb2d16f057ada865e282
CVE-2019-13299,https://github.com/ImageMagick/ImageMagick/commit/933bf025119f0de25ee589b706c09c8bb46d5a48
CVE-2017-11310,https://github.com/NetBSD/pkgsrc/commit/3177ac3f334c6a16c6847f375d3a7658e92b982d
CVE-2019-13307,https://github.com/ImageMagick/ImageMagick6/commit/91e58d967a92250439ede038ccfb0913a81e59fe
CVE-2018-16587,https://github.com/OTRS/otrs/commit/a4a1a01f84fac7ab032570ee50b660e2ebb15c01
CVE-2021-41140,https://github.com/discourse/discourse-reactions/commit/213d90b82fd15c4186ebc290fee18817d9727d0d
CVE-2020-36768,https://github.com/rl-institut/NESP2/commit/3279b7811db83ed9d69a83c76e28d3b97f8a65c0
CVE-2017-14174,https://github.com/ImageMagick/ImageMagick/commit/89b6168540eb09b5f7fb6155717eb5c4174604b7
CVE-2023-35158,https://github.com/xwiki/xwiki-platform/commit/d5472100606c8355ed44ada273e91df91f682738
CVE-2022-0262,https://github.com/pimcore/pimcore/commit/6f36e841ce55f67e2e95253dd58f80659ef166c7
CVE-2016-7528,https://github.com/ImageMagick/ImageMagick/commit/ca0c886abd6d3ef335eb74150cd23b89ebd17135
CVE-2022-29251,https://github.com/xwiki/xwiki-platform/commit/bd935320bee3c27cf7548351b1d0f935f116d437
CVE-2017-11752,https://github.com/ImageMagick/ImageMagick/commit/21d19d0c64ff070dbf37279432837bf425c0d5dd
CVE-2022-25075,
CVE-2020-23334,https://github.com/axiomatic-systems/Bento4/commit/13a6e92333cd776374f6540edefc6991af9174a0
CVE-2023-36467,https://github.com/awslabs/aws-dataall/commit/55c01e451f2aa25a0e8a6a659077c26636fce152
CVE-2018-19124,https://github.com/PrestaShop/PrestaShop/commit/330a38b7ad25381469a140ff0bf337e93bff76b5
CVE-2019-20806,https://github.com/torvalds/linux/commit/2e7682ebfc750177a4944eeb56e97a3f05734528
CVE-2023-35848,https://github.com/virtualsquare/picotcp/commit/4b9a16764f2b12b611de9c34a50b4713d10ca401
CVE-2023-0669,https://github.com/rapid7/metasploit-framework/commit/75ceb7b670d501f6cfb391ae8456084f63949dd0
CVE-2021-44079,https://github.com/wazuh/wazuh/commit/1e5375147be94398086ee0cc549c0a5e6bda3d21
CVE-2021-26197,https://github.com/jerryscript-project/jerryscript/commit/7b00db40799630709e6017ba9073815a4b6cb4eb
CVE-2019-13109,https://github.com/Exiv2/exiv2/commit/709830d2591fc9067257276168f68af9a90a1d33
CVE-2023-33657,https://github.com/emqx/nanomq/commit/70c073dfef85750f00995ade4b9d8609c33f70d5
CVE-2022-25882,https://github.com/onnx/onnx/commit/da70f6a7187346fe9f730770fd0c49a90b564e50
CVE-2023-23937,https://github.com/pimcore/pimcore/commit/75a448ef8ac74424cf4e723afeb6d05f9eed872f
CVE-2016-6560,https://github.com/illumos/illumos-gate/commit/5aaab1a49679c26dbcb6fb6dc25799950d70cc71
CVE-2021-44896,https://github.com/DMPRoadmap/roadmap/commit/88bd59734fc15cb91acf62039e793e37eb4eeaa9
CVE-2021-21271,https://github.com/tendermint/tendermint/commit/a2a6852ab99e4a0f9e79f0ea8c1726e262e25c76
CVE-2015-3171,https://github.com/sosreport/sos/commit/d7759d3ddae5fe99a340c88a1d370d65cfa73fd6
CVE-2022-4587,https://github.com/OpencachingDeutschland/oc-server3/commit/3296ebd61e7fe49e93b5755d5d7766d6e94a7667
CVE-2018-18264,https://github.com/kubernetes/dashboard/commit/fad0f25c49c11a36bbecfd1eac0992afbe277961
CVE-2022-29216,https://github.com/tensorflow/tensorflow/commit/8b202f08d52e8206af2bdb2112a62fafbc546ec7
CVE-2021-37623,https://github.com/Exiv2/exiv2/commit/ed90f646bf243b12baaa27aa5fb6db9dcfb774f4
CVE-2021-29584,https://github.com/tensorflow/tensorflow/commit/4c0ee937c0f61c4fc5f5d32d9bb4c67428012a60
CVE-2021-37847,https://github.com/saschahauer/barebox/commit/0a9f9a7410681e55362f8311537ebc7be9ad0fbe
CVE-2018-12099,https://github.com/grafana/grafana/commit/bfeebe2c2d9497f16af3b90d8e3e4c60c53400d1
CVE-2021-29978,https://github.com/mozilla-mobile/mozilla-vpn-client/commit/6bec36ab06a6cbfab64d0a23cd486e53072124bb
CVE-2020-35531,https://github.com/LibRaw/LibRaw/commit/d75af00681a74dcc8b929207eb895611a6eceb68
CVE-2023-47120,https://github.com/discourse/discourse/commit/95a82d608d6377faf68a0e2c5d9640b043557852
CVE-2022-4064,https://github.com/petergoldstein/dalli/commit/98d063f3fc26511f6d4b845a3dd1305197dda0b6
CVE-2019-17409,https://github.com/openemr/openemr/commit/74298bc72d4210f895d2ec2cb03861573fab3bba
CVE-2024-21663,https://github.com/DEMON1A/Discord-Recon/commit/f9cb0f67177f5e2f1022295ca8e641e47837ec7a
CVE-2020-15254,https://github.com/RustSec/advisory-db/commit/8b71717eb454149eb8707f8a0f60bc3f7d15009f
CVE-2015-8963,https://github.com/torvalds/linux/commit/12ca6ad2e3a896256f086497a7c7406a547ee373
CVE-2018-14040,https://github.com/twbs/bootstrap/commit/3ba186313e9e651bbd52a6a3a0305891dee0a621
CVE-2022-47658,https://github.com/gpac/gpac/commit/55c8b3af6f5ef9e51edb41172062ca9b5db4026b
CVE-2018-1000115,https://github.com/memcached/memcached/commit/dbb7a8af90054bf4ef51f5814ef7ceb17d83d974
CVE-2023-43887,https://github.com/strukturag/libde265/commit/63b596c915977f038eafd7647d1db25488a8c133
CVE-2016-9685,https://github.com/torvalds/linux/commit/2e83b79b2d6c78bf1b4aa227938a214dcbddc83f
CVE-2021-21257,https://github.com/contiki-ng/contiki-ng/commit/99a9257421ca5305ef6a360c02f63561e63ecc60
CVE-2021-29454,https://github.com/smarty-php/smarty/commit/215d81a9fa3cd63d82fb3ab56ecaf97cf1e7db71
CVE-2023-0880,https://github.com/thorsten/phpmyfaq/commit/a67dca41576834a1ddfee61b9e799b686b75d4fa
CVE-2023-49295,https://github.com/quic-go/quic-go/commit/17fc98c2d81dbe685c19702dc694a9d606ac56dc
CVE-2013-1888,https://github.com/pypa/pip/commit/9c5b58f10dcc759d86b1aa177c184a412e84ac84
CVE-2019-16531,https://github.com/AndyRixon/LayerBB/commit/c7614bd9c52449965635251c6a4d1d7fa63b397c
CVE-2016-1000340,https://github.com/bcgit/bc-java/commit/790642084c4e0cadd47352054f868cc8397e2c00
CVE-2019-19906,https://github.com/cyrusimap/cyrus-sasl/commit/30e3be4009166aabf3722ab31eb6b9c1ef72bfb0
CVE-2018-18016,https://github.com/ImageMagick/ImageMagick/commit/b3d74575addd7cc8a7aaf6a4b273fe9a589cd16b
CVE-2020-10061,https://github.com/zephyrproject-rtos/zephyr/commit/d77ee1256317807d69873d656d3f45adb272f455
CVE-2020-11001,https://github.com/wagtail/wagtail/commit/61045ceefea114c40ac4b680af58990dbe732389
CVE-2023-37910,https://github.com/xwiki/xwiki-platform/commit/d7720219d60d7201c696c3196c9d4a86d0881325
CVE-2012-5339,https://github.com/phpmyadmin/phpmyadmin/commit/6ea8fad3f999bfdf79eb6fe31309592bca54d611
CVE-2022-36012,https://github.com/tensorflow/tensorflow/commit/ad069af92392efee1418c48ff561fd3070a03d7b
CVE-2022-46159,https://github.com/discourse/discourse/commit/0ce38bd7bce862db251b882613ab7053ca777382
CVE-2021-31412,https://github.com/vaadin/flow/commit/c79a7a8dbe1a494ff99a591d2e85b1100fc0aa15
CVE-2021-41239,https://github.com/nextcloud/server/commit/9ded77fc459d46894ff5624a4d5ba4f0524f09eb
CVE-2020-5233,https://github.com/pusher/oauth2_proxy/commit/a316f8a06f3c0ca2b5fc5fa18a91781b313607b2
CVE-2022-4865,https://github.com/usememos/memos/commit/7670c9536000bb32c6345d4906a91268dcddd5fc
CVE-2023-4255,https://github.com/tats/w3m/commit/edc602651c506aeeb60544b55534dd1722a340d3
CVE-2021-44277,https://github.com/librenms/librenms/commit/2b46348e79431df54c0a0ddb981c9bd51c562126
CVE-2023-27604,https://github.com/apache/airflow/commit/1251748d0effd7d4ab0b17b62de33dac2beea0ce
CVE-2023-31607,https://github.com/openlink/virtuoso-opensource/commit/ea8b2c975c6c96f36e34014d6c71a73761198ebe
CVE-2017-13755,https://github.com/NetBSD/pkgsrc/commit/fa4186b2c6a78804d5074a01ee100719bbfb9481
CVE-2018-9918,https://github.com/woodsts/buildroot/commit/5e366b1e8f8fd36e7194e673acb7b184b4891abe
CVE-2023-27060,https://github.com/eddy8/LightCMS/commit/ba815d58308f57a413770778faa7149d35fac0b7
CVE-2018-18926,
CVE-2011-3188,https://github.com/torvalds/linux/commit/bc0b96b54a21246e377122d54569eef71cec535f
CVE-2023-31135,https://github.com/dgraph-io/dgraph/commit/4e5d02ae2378dce919360d06f913b5646ae5d35a
CVE-2016-2510,https://github.com/beanshell/beanshell/commit/7c68fde2d6fc65e362f20863d868c112a90a9b49
CVE-2017-11751,https://github.com/ImageMagick/ImageMagick/commit/cb713211bad3fa4f0c535255fa043917482fc964
CVE-2019-19947,https://github.com/torvalds/linux/commit/da2311a6385c3b499da2ed5d9be59ce331fa93e9
CVE-2023-25499,https://github.com/vaadin/flow/commit/5d10e404b041f28a0ee8b7ef244c843fb1c35cfc
CVE-2021-29024,https://github.com/InvoicePlane/InvoicePlane/commit/5db67d65ccaaec661885bd029b1e516bf3ca6c2a
CVE-2021-31590,https://github.com/pwndoc/pwndoc/commit/0e4de58c3366790e489de37e5f56715eb3a675ff
CVE-2016-7420,https://github.com/weidai11/cryptopp/commit/7620976826e059e3d8c24f3d7e5a8878b2d541a6
CVE-2011-1008,https://github.com/bestpractical/rt/commit/2338cd19ed7a7f4c1e94f639ab2789d6586d01f3
CVE-2022-23600,https://github.com/fleetdm/fleet/commit/35d5a7b285f15ddd47486fa656e8b1acf3d48374
CVE-2023-26157,https://github.com/LeSuisse/nixpkgs/commit/926673e78004d8bc482a0ecc19b1b8b4d8165e68
CVE-2023-45129,https://github.com/matrix-org/synapse/commit/5039fb0f2d004533039ca0f6150047a3149e7229
CVE-2011-0006,https://github.com/torvalds/linux/commit/867c20265459d30a01b021a9c1e81fb4c5832aa9
CVE-2023-33184,https://github.com/nextcloud/mail/commit/4d6321962973c947b21181cc9ffb7e272d9cb926
CVE-2023-3073,https://github.com/tsolucio/corebos/commit/e87f77c64061b43186c80ad1b50d313c67d7f6cf
CVE-2019-16762,https://github.com/simpleledger/slpjs/commit/ac8809b42e47790a6f0205991b36f2699ed10c84
CVE-2022-23509,https://github.com/weaveworks/weave-gitops/commit/babd91574b99b310b84aeec9f8f895bd18acb967
CVE-2022-29694,https://github.com/unicorn-engine/unicorn/commit/3d3deac5e6d38602b689c4fef5dac004f07a2e63
CVE-2017-5930,https://github.com/postfixadmin/postfixadmin/commit/7bb36d0bbc8fb37377924f902cf038505e82e807
CVE-2023-30840,https://github.com/fluid-cloudnative/fluid/commit/91c05c32db131997b5ca065e869c9918a125c149
CVE-2018-16435,https://github.com/mm2/Little-CMS/commit/768f70ca405cd3159d990e962d54456773bb8cf8
CVE-2020-4053,https://github.com/helm/helm/commit/0ad800ef43d3b826f31a5ad8dfbb4fe05d143688
CVE-2018-16641,https://github.com/ImageMagick/ImageMagick/commit/256825d4eb33dc301496710d15cf5a7ae924088b
CVE-2016-7515,https://github.com/ImageMagick/ImageMagick/commit/2174484dfa68a594e2f9ad17f46217b6120db18d
CVE-2019-1010220,
CVE-2023-42813,https://github.com/kyverno/kyverno/commit/a7301f9ecca7e3d3115af15c315caa77095818d4
CVE-2023-0947,https://github.com/flatpressblog/flatpress/commit/9c4e5d6567e446c472f3adae3b2fe612f66871c7
CVE-2016-2038,https://github.com/phpmyadmin/phpmyadmin/commit/f83b52737e321005959497d8e8f59f8aaedc9048
CVE-2021-22547,https://github.com/GoogleCloudPlatform/iot-device-sdk-embedded-c/commit/912429cd92e02fe1cf92e71daf05afd47b1d4132
CVE-2023-34450,https://github.com/cometbft/cometbft/commit/598a9ef4c86fc29cf038251676c33a222217826c
CVE-2023-26489,https://github.com/bytecodealliance/wasmtime/commit/63fb30e4b4415455d47b3da5a19d79c12f4f2d1f
CVE-2021-41040,https://github.com/eclipse/wakaama/commit/ce6f2bccecfb17f763e21d0435bcf86fb64e3ff4
CVE-2017-5930,https://github.com/postfixadmin/postfixadmin/commit/800f07816afb877de07a38aedc6b2a05caa177b9
CVE-2023-2239,https://github.com/microweber/microweber/commit/b0644cb3411b36b6ccc2ff7cdf7af3fa49525baa
CVE-2016-9463,https://github.com/owncloud/apps/commit/a0e07b7ddd5a5fd850a6e07f8457d05b76a300b3
CVE-2021-27347,
CVE-2023-29000,https://github.com/nextcloud/desktop/commit/b19b69df02c3b7a6ed06434bc5a21159ba22e7c2
CVE-2022-29174,https://github.com/Countly/countly-server/commit/2bfa1ee1fa46e9bb007cf8687ad197ab9c604999
CVE-2019-10118,https://github.com/snipe/snipe-it/commit/8cfd00d203af61b9140155dab3b8b6e54ba17d8c
CVE-2023-31131,https://github.com/greenplum-db/gpdb/commit/1ec4affbba7c9745f64edbd80a6680ad29b09471
CVE-2020-12790,https://github.com/nystudio107/craft-seomatic/commit/82f4a25b28fd622393da6592dc9e5ccee7fc5be3
CVE-2010-4159,https://github.com/mono/mono/commit/8e890a3bf80a4620e417814dc14886b1bbd17625
CVE-2016-4998,https://github.com/torvalds/linux/commit/6e94e0cfb0887e4013b3b930fa6ab1fe6bb6ba91
CVE-2023-39957,https://github.com/nextcloud/talk-android/commit/d49441e036b4615b81e0a45415d4da00e92c23bf
CVE-2023-2104,https://github.com/alextselegidis/easyappointments/commit/75b24735767868344193fb2cc56e17ee4b9ac4be
CVE-2020-14156,https://github.com/openbmc/phosphor-host-ipmid/commit/b265455a2518ece7c004b43c144199ec980fc620
CVE-2023-5595,https://github.com/gpac/gpac/commit/7a6f636db3360bb16d18078d51e8c596f31302a1
CVE-2022-45195,https://github.com/simplex-chat/simplexmq/commit/b18f8de47d8080754bcb3f93fff7072bed28f69a
CVE-2023-33198,https://github.com/tgstation/tgstation-server/commit/1214cfbbfd9899b8a3fc53c7ac95defe5de31f5f
CVE-2019-13109,https://github.com/Exiv2/exiv2/commit/b1437ea6f41969d0d10ca5eb5bafa28ac18ddfb6
CVE-2017-14202,https://github.com/zephyrproject-rtos/zephyr/commit/0d8a8aadac235a13caf6a9b01f1decc38cd1afa6
CVE-2022-4768,https://github.com/dropbox/merou/commit/d93087973afa26bc0a2d0a5eb5c0fde748bdd107
CVE-2016-9835,https://github.com/zikula/core/commit/3ab961474f6313449da29ac55b49224f2f6157fc
CVE-2020-36401,https://github.com/mruby/mruby/commit/97319697c8f9f6ff27b32589947e1918e3015503
CVE-2023-1104,https://github.com/flatpressblog/flatpress/commit/f6394eac7a0e001d2b1ac638d3313e531d19ea93
CVE-2022-26520,https://github.com/pgjdbc/pgjdbc/commit/017b929977b4f85795f9ad2fa5de6e80978b8ccc
CVE-2014-9907,https://github.com/ImageMagick/ImageMagick/commit/21eae25a8db5fdcd112dbcfcd9e5c37e32d32e2f
CVE-2017-9847,https://github.com/arvidn/libtorrent/commit/ec30a5e9ec703afb8abefba757c6d401303b53db
CVE-2022-27418,https://github.com/appneta/tcpreplay/commit/b63f1697c9eae73c7880882e14f9a0ec9545f19a
CVE-2019-16978,https://github.com/fusionpbx/fusionpbx/commit/83622c4ee1d9dd1913e9fb01ce8f060b46a5768a
CVE-2020-26263,https://github.com/tlsfuzzer/tlslite-ng/commit/c653fd7586165f8ec7548ffe68128b84064101c2
CVE-2023-33198,https://github.com/tgstation/tgstation-server/commit/95443b42aaa5e15db1e09bbef05125c059443980
CVE-2013-7223,https://github.com/fatfreecrm/fat_free_crm/commit/a7fedbb36388bad0c0f32b2346481e0ea126dea6
CVE-2020-23264,https://github.com/forkcms/forkcms/commit/e968acab1edafc06207073c9563e09a27a63c89a
CVE-2021-23336,https://github.com/python/cpython/commit/581df443211b48dd5b8ac568b8b7ccc01cb59e84
CVE-2023-0996,https://github.com/strukturag/libheif/commit/55cc0d8b66de5e21b18b8ebeee9e3afce9adfb05
CVE-2016-7568,https://github.com/freebsd/freebsd-ports/commit/43ee4ff0c36f231bca83356b19f3be2dd403423b
CVE-2024-22190,https://github.com/gitpython-developers/GitPython/commit/f44524a9a9c8122b9b98d6e5797e1dfc3211c0b7
CVE-2021-41142,https://github.com/Enalean/tuleap/commit/d6c837ed6fa66d319175954a42f93d4d86745208
CVE-2022-43680,https://github.com/libexpat/libexpat/commit/05c6788b364816f3c584f47e9819119138d151b0
CVE-2022-24755,https://github.com/bareos/bareos/commit/f4ccb863022c1297294ef49f67cca831c16afc0c
CVE-2020-23311,https://github.com/jerryscript-project/jerryscript/commit/4660bab16b1552ce9181e3b8e5512a2e39dae508
CVE-2023-45138,https://github.com/xwiki-contrib/application-changerequest/commit/7565e720117f73102f5a276239eabfe85e15cff4
CVE-2011-4081,https://github.com/torvalds/linux/commit/7ed47b7d142ec99ad6880bbbec51e9f12b3af74c
CVE-2017-16763,https://github.com/bbengfort/confire/commit/8cc86a5ec2327e070f1d576d61bbaadf861597ea
CVE-2021-29595,https://github.com/tensorflow/tensorflow/commit/106d8f4fb89335a2c52d7c895b7a7485465ca8d9
CVE-2018-18380,https://github.com/bigtreecms/BigTree-CMS/commit/c69402c4764ed9a76301c57277aefe70141b6418
CVE-2020-10871,https://github.com/simetnicbr/simetbox-openwrt-feed/commit/0a90dc4e896630c469b5fbbfede21cae1c6a9a6d
CVE-2022-47519,https://github.com/torvalds/linux/commit/051ae669e4505abbe05165bebf6be7922de11f41
CVE-2023-32319,https://github.com/nextcloud/server/commit/f751d2d891f269b639025a295d2ac66365afb9c6
CVE-2023-32073,https://github.com/WWBN/AVideo/commit/1df4af01f80d56ff2c4c43b89d0bac151e7fb6e3
CVE-2022-24864,https://github.com/OriginProtocol/origin-website/commit/c12d2f21baae2a3b521afce283b465d6dbdd4c49
CVE-2019-15551,https://github.com/chronicled/parity/commit/2becb7f0eca050787c1c7f29a1080a1b4cbfcb1b
CVE-2023-0030,https://github.com/torvalds/linux/commit/729eba3355674f2d9524629b73683ba1d1cd3f10
CVE-2015-10012,https://github.com/sumocoders/FrameworkUserBundle/commit/abe4993390ba9bd7821ab12678270556645f94c8
CVE-2020-25659,https://github.com/pyca/cryptography/commit/ce1bef6f1ee06ac497ca0c837fbd1c7ef6c2472b
CVE-2020-11054,https://github.com/qutebrowser/qutebrowser/commit/a45ca9c788f648d10cccce2af41405bf25ee2948
CVE-2022-0196,https://github.com/phoronix-test-suite/phoronix-test-suite/commit/4f18296a1862fe54a4c58701a1f5ec6bd62a4d94
CVE-2022-27945,
CVE-2020-11538,https://github.com/python-pillow/Pillow/commit/78478dfcfb97378525151507a4ea7aae9484c01b
CVE-2021-37311,https://github.com/fcitx/fcitx5/commit/c1e676f21cb8a752050326e4a33ee6eda3613f5f
CVE-2023-6622,https://github.com/torvalds/linux/commit/3701cd390fd731ee7ae8b8006246c8db82c72bea
CVE-2021-23418,https://github.com/nicolargo/glances/commit/9d6051be4a42f692392049fdbfc85d5dfa458b32
CVE-2021-41152,https://github.com/OpenOLAT/OpenOLAT/commit/418bb509ffcb0e25ab4390563c6c47f0458583eb
CVE-2015-8748,https://github.com/Kozea/Radicale/commit/4bfe7c9f7991d534c8b9fbe153af9d341f925f98
CVE-2022-39252,https://github.com/matrix-org/matrix-rust-sdk/commit/093fb5d0aa21c0b5eaea6ec96b477f1075271cbb
CVE-2020-2023,https://github.com/kata-containers/runtime/commit/171eb70564b9b64a271772b92c0cc1b8beea8c0d
CVE-2023-1703,https://github.com/pimcore/pimcore/commit/765832f0dc5f6cfb296a82e089b701066f27bcef
CVE-2023-46944,https://github.com/gitkraken/vscode-gitlens/commit/ee2a0c42a92d33059a39fd15fbbd5dd3d5ab6440
CVE-2014-0237,https://github.com/file/file/commit/b8acc83781d5a24cc5101e525d15efe0482c280d
CVE-2016-10065,https://github.com/ImageMagick/ImageMagick/commit/134463b926fa965571aa4febd61b810be5e7da05
CVE-2023-34233,https://github.com/snowflakedb/snowflake-connector-python/commit/80e179cca70cb30cc30d8d28b182125887d5e250
CVE-2022-0260,https://github.com/pimcore/pimcore/commit/3125d5f0c04cfb5835857ca9416f0bb143130a2f
CVE-2021-43812,https://github.com/auth0/nextjs-auth0/commit/0bbd9f8a0c93af51f607f28633b5fb18c5e48ad6
CVE-2022-4006,https://github.com/wbce/wbce_cms/commit/d394ba39a7bfeb31eda797b6195fd90ef74b2e75
CVE-2022-35932,https://github.com/nextcloud/spreed/commit/05f886305811d5e03e725cb358067671504d7d42
