CVE,has_vfc,by_ref,by_github,by_ex_source
https://nvd.nist.gov/vuln/detail/CVE-2007-5702,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2023-31172,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2007-4646,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2009-3223,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2023-4152,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2018-5422,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2014-3329,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2006-5698,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2021-30761,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2023-7144,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2020-5358,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2019-19309,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2013-5147,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2019-3684,1,1,0,0
https://nvd.nist.gov/vuln/detail/CVE-2018-17696,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2020-29284,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2008-2341,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2020-5045,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2006-5255,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2023-45064,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2003-0839,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2021-32090,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2017-1457,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2023-6440,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2023-22271,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2018-4348,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2016-7428,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2018-5654,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2021-21460,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2020-28014,1,0,1,0
https://nvd.nist.gov/vuln/detail/CVE-2017-8981,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2019-4931,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2023-38217,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2021-24298,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2024-24751,1,1,0,0
https://nvd.nist.gov/vuln/detail/CVE-2020-6459,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2023-4971,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2022-20194,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2023-20021,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2017-9315,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2022-35167,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2020-16152,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2001-0937,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2017-0866,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2023-3462,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2017-2182,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2023-26085,1,1,0,0
https://nvd.nist.gov/vuln/detail/CVE-2017-17332,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2013-0982,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2023-32219,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2022-45535,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2014-0519,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2006-0331,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2019-8945,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2017-6930,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2022-36902,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2023-31478,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2015-2734,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2007-0232,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2022-37076,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2010-4542,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2013-7320,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2013-1273,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2016-1000268,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2005-1770,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2023-2820,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2017-7055,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-1999-0407,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2023-38847,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2018-3706,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2006-2905,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2014-7759,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2011-3627,1,1,0,0
https://nvd.nist.gov/vuln/detail/CVE-2018-3596,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2018-21097,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2020-36526,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2017-14521,1,1,0,0
https://nvd.nist.gov/vuln/detail/CVE-2023-29731,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2017-7171,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2008-5177,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2020-13872,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2010-2084,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2012-5657,1,1,0,0
https://nvd.nist.gov/vuln/detail/CVE-2007-0706,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2013-6418,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2005-1779,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2023-39356,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2019-7420,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2018-3977,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2016-9207,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2018-4335,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2024-20734,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2021-21782,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2011-0740,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2007-4267,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2012-5479,1,1,0,0
https://nvd.nist.gov/vuln/detail/CVE-2018-10575,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2019-9462,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2018-10516,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2020-6990,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2021-25409,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2020-17436,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2023-38449,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2012-4606,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2015-2378,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2015-4532,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2018-19927,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2023-43499,1,1,0,0
https://nvd.nist.gov/vuln/detail/CVE-2019-8890,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2015-9048,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2019-16744,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2008-2976,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2014-1276,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2022-37461,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2023-4806,1,0,1,0
https://nvd.nist.gov/vuln/detail/CVE-2018-6242,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2017-2434,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2013-0850,1,1,0,0
https://nvd.nist.gov/vuln/detail/CVE-2019-13326,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2022-35726,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2018-13697,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2010-1518,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2018-13695,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2022-22744,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2017-2717,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2021-46231,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2019-18943,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2020-10121,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2009-0222,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2021-20020,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2020-36611,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2016-0446,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2020-15972,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2006-6715,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2023-41896,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2019-18284,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2013-1727,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2017-9902,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2020-13312,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2023-3804,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2020-5612,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2016-2929,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2023-34436,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2011-4255,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2014-0677,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2021-41254,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2023-4355,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2008-1365,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2020-11302,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2023-45219,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2020-5773,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2022-4166,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2016-1956,1,1,0,0
https://nvd.nist.gov/vuln/detail/CVE-2022-23921,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2022-27658,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2016-9476,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2018-14729,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2020-18169,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2021-40850,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2022-45718,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2022-43477,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2015-0801,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2021-21041,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2017-2632,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2023-46847,1,1,0,0
https://nvd.nist.gov/vuln/detail/CVE-2018-1000627,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2017-4891,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2011-4122,1,0,1,0
https://nvd.nist.gov/vuln/detail/CVE-2020-35249,1,0,1,0
https://nvd.nist.gov/vuln/detail/CVE-2023-46680,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2006-5713,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2020-28622,1,0,1,0
https://nvd.nist.gov/vuln/detail/CVE-2020-15297,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2020-5615,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2010-4556,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2020-15931,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2017-15077,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2011-3166,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2020-15301,1,0,1,0
https://nvd.nist.gov/vuln/detail/CVE-2017-18698,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2020-29389,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2023-24364,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2008-3250,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2010-4055,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2022-46207,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2020-7127,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2011-0645,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2006-1538,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2023-2233,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2015-1417,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2018-5308,1,0,1,0
https://nvd.nist.gov/vuln/detail/CVE-2018-5540,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2020-3489,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2017-2221,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2016-11067,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2020-4100,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2018-13513,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2023-45039,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2018-0338,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2024-25212,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2007-2328,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2008-0098,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2015-3863,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2017-13840,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2020-27609,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2006-4671,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2010-4969,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2014-6832,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2019-1581,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2014-4480,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2023-47363,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2010-3294,1,0,1,0
https://nvd.nist.gov/vuln/detail/CVE-2020-23957,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2016-9996,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2018-4452,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2017-11338,1,1,0,0
https://nvd.nist.gov/vuln/detail/CVE-2018-10079,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2019-10350,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2021-46448,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2021-25636,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2021-36783,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2020-11218,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2009-1448,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2022-28944,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2023-37419,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2018-11329,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2020-17448,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2017-3511,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-1999-0312,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2018-19410,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2021-21474,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2009-0832,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2024-0810,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2023-0943,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2019-12627,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2022-3904,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2022-24503,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2005-0108,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2006-0184,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2014-8282,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2022-45194,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2022-32631,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2009-1020,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2009-1007,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2022-42367,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2004-1012,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2023-32401,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2023-1846,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2019-12681,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2018-1999044,1,0,0,1
https://nvd.nist.gov/vuln/detail/CVE-2010-0077,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2021-21130,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2020-13916,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2015-2121,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2023-22770,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2021-21831,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2023-44471,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2013-4175,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2022-21487,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2017-18583,1,0,1,0
https://nvd.nist.gov/vuln/detail/CVE-2016-1947,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2019-6342,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2017-12655,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2019-11137,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2012-1889,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2011-3884,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2014-7543,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2006-4637,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2008-1229,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2018-21052,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2022-0592,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2014-1360,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2006-0691,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2023-38424,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2011-3036,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2012-3255,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2006-2781,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2018-20751,1,1,0,0
https://nvd.nist.gov/vuln/detail/CVE-2012-5118,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2019-7986,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2018-3678,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2022-28713,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2023-33004,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2014-8634,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2024-22126,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2018-4032,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-1999-0355,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2016-4868,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2022-2071,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2010-2390,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-1999-0920,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2022-45846,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2019-14987,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2016-4716,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2017-18104,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2024-25208,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2014-99999,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2023-47579,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2016-3241,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2014-1815,0,0,0,0
https://nvd.nist.gov/vuln/detail/CVE-2022-40866,0,0,0,0
